20.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 20.000000 
20.000000 12.261807 9.047226 7.348753 6.296209 5.573507 5.042141 4.632196 4.304508 4.035360 3.809505 3.616668 3.449654 3.303262 3.173635 3.057844 2.953625 2.859195 2.773129 2.694275 2.621690 2.554593 2.492333 2.434360 2.380207 2.329478 2.281827 2.236958 2.194613 2.154564 2.116614 2.080586 2.046323 2.013688 1.982556 1.952815 1.924366 1.897118 1.870989 1.845905 1.821799 1.798609 1.776278 1.754755 1.733992 1.713947 1.694578 1.675848 1.657724 1.640174 1.623167 1.606677 1.590678 1.575146 1.560059 1.545396 1.531138 1.517266 1.503763 1.490614 1.477803 1.465315 1.453139 1.441260 1.429667 1.418349 1.407295 1.396494 1.385939 1.375618 1.365524 1.355649 1.345985 1.336524 1.327259 1.318185 1.309293 1.300579 1.292036 1.283659 1.275443 1.267382 1.259472 1.251708 1.244085 1.236600 1.229249 1.222026 1.214930 1.207955 1.201099 1.194359 1.187730 1.181210 1.174797 1.168487 1.162277 1.156165 1.150149 1.144225 1.138392 1.132647 1.126988 1.121413 1.115919 1.110506 1.105171 1.099911 1.094726 1.089614 1.084572 1.079600 1.074696 1.069857 1.065084 1.060374 1.055725 1.051137 1.046609 1.042138 1.037724 1.033366 1.029062 1.024812 1.020614 1.016468 1.012371 1.008325 1.004326 1.000376 0.996473 0.992616 0.988805 0.985039 0.981318 0.977643 0.974011 0.970424 0.966882 0.963384 0.959932 0.956525 0.953165 0.949852 0.946588 0.943373 0.940209 0.937097 0.934039 0.931037 0.928092 0.925207 0.922385 0.919627 0.916935 0.914313 0.911763 0.909288 0.906889 0.904571 0.902336 0.900186 0.898125 0.896155 0.894278 0.892497 0.890816 0.889235 0.887757 0.886385 0.885120 0.883963 0.882917 0.881982 0.881160 0.880451 0.879855 0.879374 0.879007 0.878754 0.878615 0.878588 0.878674 0.878871 0.879180 0.879603 0.880150 0.880843 0.881747 0.883025 0.885101 0.889078 0.897894 0.919522 0.976199 1.131827 1.576322 2.894972 6.960947 20.000000 
20.000000 16.578346 14.051577 12.262576 10.955679 9.962861 9.182136 8.550477 8.027427 7.585993 7.207514 6.878684 6.589759 6.333433 6.104118 5.897462 5.710025 5.539045 5.382281 5.237892 5.104350 4.980379 4.864898 4.756993 4.655876 4.560872 4.471393 4.386929 4.307031 4.231306 4.159405 4.091019 4.025873 3.963720 3.904339 3.847531 3.793117 3.740933 3.690833 3.642682 3.596358 3.551747 3.508749 3.467267 3.427216 3.388516 3.351092 3.314875 3.279804 3.245818 3.212864 3.180889 3.149848 3.119694 3.090388 3.061889 3.034162 3.007173 2.980890 2.955281 2.930320 2.905979 2.882234 2.859059 2.836433 2.814335 2.792745 2.771642 2.751010 2.730830 2.711088 2.691767 2.672852 2.654329 2.636186 2.618409 2.600986 2.583906 2.567157 2.550730 2.534613 2.518797 2.503274 2.488033 2.473067 2.458368 2.443927 2.429737 2.415792 2.402083 2.388605 2.375351 2.362315 2.349491 2.336873 2.324456 2.312235 2.300204 2.288359 2.276695 2.265207 2.253891 2.242743 2.231759 2.220934 2.210265 2.199748 2.189380 2.179157 2.169076 2.159133 2.149325 2.139650 2.130104 2.120685 2.111390 2.102215 2.093159 2.084219 2.075393 2.066678 2.058072 2.049572 2.041177 2.032885 2.024693 2.016601 2.008605 2.000705 1.992899 1.985186 1.977564 1.970033 1.962592 1.955241 1.947978 1.940804 1.933719 1.926723 1.919818 1.913004 1.906283 1.899657 1.893126 1.886695 1.880365 1.874139 1.868022 1.862015 1.856125 1.850353 1.844706 1.839187 1.833802 1.828555 1.823452 1.818499 1.813700 1.809061 1.804588 1.800286 1.796161 1.792217 1.788462 1.784899 1.781533 1.778370 1.775414 1.772668 1.770136 1.767823 1.765730 1.763861 1.762217 1.760800 1.759612 1.758652 1.757921 1.757418 1.757144 1.757095 1.757271 1.757670 1.758292 1.759136 1.760212 1.761544 1.763198 1.765342 1.768399 1.773431 1.783101 1.804136 1.853604 1.974960 2.278670 3.042800 4.948954 9.567865 20.000000 
20.000000 18.318160 16.694293 15.301072 14.140120 13.173067 12.360146 11.668730 11.073672 10.555874 10.100796 9.697265 9.336592 9.011941 8.717862 8.449967 8.204680 7.979058 7.770660 7.577440 7.397672 7.229890 7.072837 6.925432 6.786740 6.655944 6.532332 6.415277 6.304223 6.198681 6.098214 6.002430 5.910979 5.823548 5.739853 5.659636 5.582665 5.508728 5.437633 5.369202 5.303275 5.239703 5.178350 5.119090 5.061808 5.006397 4.952758 4.900798 4.850432 4.801580 4.754169 4.708129 4.663395 4.619908 4.577610 4.536449 4.496375 4.457341 4.419302 4.382218 4.346048 4.310757 4.276310 4.242672 4.209814 4.177706 4.146319 4.115628 4.085606 4.056230 4.027477 3.999326 3.971755 3.944746 3.918279 3.892337 3.866902 3.841958 3.817490 3.793482 3.769921 3.746793 3.724084 3.701783 3.679877 3.658354 3.637204 3.616417 3.595981 3.575887 3.556125 3.536688 3.517565 3.498748 3.480230 3.462002 3.444058 3.426389 3.408989 3.391851 3.374968 3.358335 3.341946 3.325793 3.309872 3.294178 3.278704 3.263446 3.248399 3.233558 3.218918 3.204475 3.190225 3.176163 3.162285 3.148587 3.135065 3.121717 3.108537 3.095522 3.082670 3.069977 3.057440 3.045055 3.032820 3.020733 3.008790 2.996989 2.985329 2.973807 2.962422 2.951172 2.940056 2.929074 2.918224 2.907507 2.896924 2.886475 2.876161 2.865984 2.855947 2.846052 2.836302 2.826701 2.817253 2.807963 2.798836 2.789877 2.781093 2.772491 2.764076 2.755856 2.747839 2.740032 2.732443 2.725081 2.717953 2.711068 2.704435 2.698061 2.691956 2.686126 2.680581 2.675327 2.670373 2.665725 2.661390 2.657373 2.653681 2.650318 2.647289 2.644597 2.642246 2.640237 2.638572 2.637252 2.636276 2.635645 2.635356 2.635408 2.635797 2.636520 2.637575 2.638959 2.640677 2.642744 2.645207 2.648187 2.651986 2.657335 2.665998 2.682211 2.716099 2.791696 2.965453 3.367633 4.290540 6.361833 10.839846 20.000000 
20.000000 19.106365 18.107298 17.130661 16.229143 15.416651 14.690625 14.042656 13.463035 12.942531 12.472986 12.047404 11.659875 11.305424 10.979865 10.679669 10.401848 10.143861 9.903536 9.679010 9.468671 9.271126 9.085159 8.909707 8.743834 8.586716 8.437622 8.295904 8.160982 8.032338 7.909506 7.792067 7.679642 7.571889 7.468496 7.369180 7.273682 7.181767 7.093218 7.007836 6.925439 6.845857 6.768935 6.694530 6.622508 6.552744 6.485126 6.419545 6.355901 6.294102 6.234061 6.175697 6.118932 6.063697 6.009923 5.957548 5.906512 5.856760 5.808238 5.760898 5.714692 5.669575 5.625507 5.582446 5.540355 5.499199 5.458944 5.419556 5.381007 5.343265 5.306304 5.270098 5.234620 5.199848 5.165757 5.132326 5.099534 5.067361 5.035788 5.004796 4.974368 4.944487 4.915137 4.886302 4.857968 4.830120 4.802744 4.775828 4.749358 4.723322 4.697710 4.672508 4.647707 4.623296 4.599265 4.575605 4.552305 4.529356 4.506751 4.484480 4.462536 4.440910 4.419595 4.398584 4.377869 4.357444 4.337301 4.317435 4.297839 4.278506 4.259433 4.240611 4.222037 4.203704 4.185608 4.167743 4.150105 4.132689 4.115490 4.098504 4.081727 4.065154 4.048783 4.032608 4.016627 4.000837 3.985234 3.969815 3.954579 3.939523 3.924646 3.909946 3.895422 3.881075 3.866904 3.852910 3.839095 3.825461 3.812011 3.798747 3.785675 3.772798 3.760122 3.747653 3.735398 3.723363 3.711558 3.699991 3.688670 3.677604 3.666805 3.656282 3.646045 3.636106 3.626476 3.617166 3.608188 3.599552 3.591270 3.583353 3.575813 3.568658 3.561901 3.555549 3.549614 3.544102 3.539022 3.534381 3.530185 3.526439 3.523149 3.520317 3.517946 3.516037 3.514591 3.513608 3.513086 3.513023 3.513414 3.514256 3.515542 3.517269 3.519430 3.522025 3.525058 3.528556 3.532590 3.537343 3.543253 3.551349 3.564025 3.586777 3.632102 3.728044 3.936433 4.390480 5.368546 7.430096 11.649101 20.000000 
20.000000 19.497874 18.885132 18.229139 17.573769 16.943047 16.348235 15.793279 15.278232 14.801211 14.359492 13.950081 13.570015 13.216505 12.886996 12.579183 12.291001 12.020615 11.766390 11.526877 11.300785 11.086968 10.884402 10.692173 10.509463 10.335537 10.169736 10.011464 9.860183 9.715405 9.576689 9.443633 9.315868 9.193061 9.074904 8.961117 8.851440 8.745637 8.643486 8.544787 8.449351 8.357005 8.267587 8.180947 8.096947 8.015457 7.936354 7.859526 7.784867 7.712277 7.641664 7.572941 7.506024 7.440837 7.377307 7.315366 7.254948 7.195994 7.138445 7.082246 7.027346 6.973696 6.921249 6.869962 6.819792 6.770700 6.722647 6.675599 6.629520 6.584378 6.540141 6.496780 6.454267 6.412575 6.371676 6.331548 6.292165 6.253505 6.215547 6.178269 6.141651 6.105675 6.070322 6.035573 6.001413 5.967825 5.934792 5.902300 5.870335 5.838882 5.807928 5.777460 5.747465 5.717931 5.688846 5.660200 5.631981 5.604179 5.576784 5.549785 5.523174 5.496942 5.471079 5.445577 5.420427 5.395622 5.371153 5.347014 5.323197 5.299695 5.276500 5.253607 5.231009 5.208699 5.186673 5.164922 5.143443 5.122230 5.101276 5.080578 5.060131 5.039929 5.019968 5.000244 4.980753 4.961493 4.942459 4.923649 4.905060 4.886692 4.868543 4.850612 4.832899 4.815406 4.798134 4.781086 4.764265 4.747674 4.731320 4.715207 4.699343 4.683735 4.668392 4.653322 4.638536 4.624044 4.609858 4.595990 4.582453 4.569259 4.556421 4.543955 4.531874 4.520192 4.508923 4.498083 4.487685 4.477745 4.468275 4.459289 4.450801 4.442823 4.435366 4.428442 4.422060 4.416231 4.410962 4.406260 4.402131 4.398580 4.395610 4.393224 4.391422 4.390204 4.389568 4.389512 4.390031 4.391119 4.392771 4.394978 4.397732 4.401024 4.404847 4.409198 4.414085 4.419543 4.425669 4.432702 4.441204 4.452449 4.469300 4.498085 4.552606 4.662483 4.890091 5.363879 6.341666 8.327014 12.279344 20.000000 
20.000000 19.706217 19.326994 18.893745 18.433534 17.965987 17.503995 17.055401 16.624590 16.213690 15.823412 15.453598 15.103585 14.772432 14.459064 14.162360 13.881207 13.614533 13.361322 13.120625 12.891558 12.673307 12.465120 12.266307 12.076234 11.894321 11.720032 11.552879 11.392411 11.238214 11.089906 10.947137 10.809583 10.676944 10.548944 10.425326 10.305853 10.190304 10.078474 9.970173 9.865224 9.763459 9.664726 9.568878 9.475781 9.385307 9.297339 9.211763 9.128476 9.047379 8.968378 8.891385 8.816320 8.743102 8.671660 8.601922 8.533823 8.467300 8.402294 8.338750 8.276612 8.215832 8.156360 8.098150 8.041160 7.985347 7.930672 7.877096 7.824584 7.773102 7.722616 7.673094 7.624507 7.576826 7.530023 7.484072 7.438948 7.394625 7.351081 7.308293 7.266240 7.224901 7.184256 7.144286 7.104973 7.066299 7.028247 6.990800 6.953943 6.917661 6.881938 6.846761 6.812115 6.777989 6.744368 6.711240 6.678595 6.646419 6.614703 6.583434 6.552604 6.522201 6.492216 6.462640 6.433463 6.404676 6.376272 6.348240 6.320575 6.293266 6.266308 6.239692 6.213412 6.187461 6.161831 6.136516 6.111511 6.086808 6.062403 6.038289 6.014462 5.990916 5.967646 5.944650 5.921922 5.899460 5.877260 5.855322 5.833642 5.812221 5.791059 5.770157 5.749517 5.729142 5.709035 5.689203 5.669651 5.650387 5.631418 5.612755 5.594408 5.576388 5.558707 5.541380 5.524420 5.507841 5.491661 5.475894 5.460557 5.445669 5.431245 5.417305 5.403865 5.390945 5.378560 5.366730 5.355472 5.344801 5.334734 5.325287 5.316475 5.308309 5.300804 5.293971 5.287819 5.282356 5.277591 5.273529 5.270174 5.267529 5.265594 5.264369 5.263852 5.264039 5.264926 5.266504 5.268767 5.271703 5.275303 5.279555 5.284445 5.289961 5.296093 5.302835 5.310196 5.318221 5.327026 5.336900 5.348495 5.363263 5.384358 5.418538 5.480061 5.598525 5.834303 6.308276 7.257933 9.141968 12.835425 20.000000 
20.000000 19.822883 19.585314 19.300634 18.983373 18.646358 18.299740 17.951036 17.605548 17.266867 16.937313 16.618295 16.310575 16.014468 15.729985 15.456933 15.194987 14.943741 14.702743 14.471516 14.249581 14.036463 13.831700 13.634847 13.445479 13.263193 13.087610 12.918369 12.755132 12.597585 12.445428 12.298383 12.156189 12.018601 11.885390 11.756341 11.631251 11.509933 11.392209 11.277911 11.166883 11.058978 10.954057 10.851990 10.752653 10.655930 10.561712 10.469896 10.380383 10.293082 10.207904 10.124767 10.043593 9.964307 9.886839 9.811121 9.737089 9.664684 9.593846 9.524522 9.456660 9.390208 9.325120 9.261351 9.198857 9.137596 9.077530 9.018620 8.960830 8.904125 8.848473 8.793841 8.740200 8.687519 8.635771 8.584928 8.534966 8.485859 8.437582 8.390114 8.343433 8.297515 8.252343 8.207894 8.164152 8.121096 8.078710 8.036977 7.995880 7.955402 7.915530 7.876247 7.837541 7.799396 7.761799 7.724739 7.688201 7.652174 7.616646 7.581606 7.547043 7.512945 7.479304 7.446109 7.413349 7.381016 7.349101 7.317595 7.286488 7.255773 7.225442 7.195487 7.165900 7.136673 7.107801 7.079275 7.051089 7.023237 6.995713 6.968511 6.941626 6.915053 6.888787 6.862825 6.837164 6.811801 6.786735 6.761965 6.737492 6.713316 6.689441 6.665870 6.642608 6.619662 6.597040 6.574750 6.552804 6.531212 6.509988 6.489146 6.468701 6.448671 6.429072 6.409922 6.391241 6.373050 6.355367 6.338215 6.321615 6.305588 6.290156 6.275341 6.261164 6.247647 6.234811 6.222675 6.211259 6.200582 6.190660 6.181511 6.173149 6.165586 6.158836 6.152907 6.147808 6.143546 6.140124 6.137546 6.135811 6.134919 6.134867 6.135648 6.137258 6.139685 6.142921 6.146954 6.151769 6.157351 6.163685 6.170752 6.178535 6.187016 6.196180 6.206019 6.216542 6.227799 6.239923 6.253235 6.268449 6.287118 6.312532 6.351563 6.418346 6.541519 6.778269 7.241136 8.148722 9.921261 13.361485 20.000000 
20.000000 19.890746 19.740103 19.552965 19.336330 19.097573 18.843454 18.579700 18.310916 18.040680 17.771695 17.505952 17.244880 16.989475 16.740401 16.498068 16.262703 16.034390 15.813115 15.598787 15.391265 15.190370 14.995901 14.807641 14.625365 14.448844 14.277853 14.112166 13.951565 13.795837 13.644777 13.498188 13.355881 13.217674 13.083395 12.952879 12.825970 12.702517 12.582379 12.465421 12.351514 12.240536 12.132372 12.026911 11.924048 11.823684 11.725724 11.630079 11.536661 11.445390 11.356187 11.268979 11.183695 11.100268 11.018633 10.938730 10.860499 10.783885 10.708834 10.635296 10.563221 10.492563 10.423277 10.355320 10.288651 10.223232 10.159023 10.095989 10.034096 9.973310 9.913598 9.854931 9.797279 9.740612 9.684904 9.630129 9.576261 9.523276 9.471150 9.419860 9.369386 9.319705 9.270797 9.222643 9.175224 9.128521 9.082518 9.037196 8.992539 8.948532 8.905159 8.862404 8.820255 8.778696 8.737714 8.697296 8.657429 8.618101 8.579300 8.541015 8.503234 8.465946 8.429141 8.392809 8.356939 8.321522 8.286549 8.252010 8.217897 8.184201 8.150913 8.118027 8.085533 8.053424 8.021693 7.990334 7.959339 7.928701 7.898416 7.868478 7.838882 7.809624 7.780700 7.752108 7.723846 7.695914 7.668313 7.641043 7.614110 7.587518 7.561273 7.535383 7.509859 7.484712 7.459954 7.435601 7.411669 7.388176 7.365139 7.342581 7.320523 7.298987 7.277996 7.257575 7.237750 7.218545 7.199986 7.182101 7.164914 7.148452 7.132741 7.117807 7.103673 7.090365 7.077905 7.066315 7.055615 7.045824 7.036959 7.029036 7.022067 7.016064 7.011035 7.006987 7.003925 7.001849 7.000759 7.000654 7.001526 7.003370 7.006176 7.009932 7.014624 7.020238 7.026756 7.034160 7.042428 7.051540 7.061471 7.072199 7.083699 7.095947 7.108923 7.122616 7.137034 7.152227 7.168339 7.185710 7.205085 7.228054 7.257921 7.301447 7.372275 7.497579 7.730836 8.176149 9.034346 10.690303 13.878728 20.000000 
20.000000 19.931385 19.834795 19.711411 19.564149 19.396804 19.213393 19.017735 18.813242 18.602835 18.388937 18.173519 17.958153 17.744073 17.532236 17.323365 17.118002 16.916541 16.719253 16.526322 16.337852 16.153894 15.974451 15.799495 15.628967 15.462791 15.300877 15.143123 14.989421 14.839655 14.693712 14.551472 14.412819 14.277637 14.145812 14.017231 13.891785 13.769369 13.649879 13.533214 13.419280 13.307983 13.199233 13.092945 12.989034 12.887423 12.788033 12.690792 12.595629 12.502475 12.411267 12.321940 12.234436 12.148696 12.064666 11.982291 11.901522 11.822309 11.744605 11.668365 11.593545 11.520104 11.448000 11.377197 11.307656 11.239341 11.172219 11.106256 11.041420 10.977680 10.915007 10.853371 10.792747 10.733106 10.674423 10.616674 10.559834 10.503881 10.448792 10.394545 10.341120 10.288497 10.236657 10.185579 10.135247 10.085643 10.036749 9.988549 9.941027 9.894168 9.847957 9.802378 9.757418 9.713064 9.669301 9.626118 9.583501 9.541439 9.499920 9.458932 9.418464 9.378506 9.339046 9.300076 9.261584 9.223562 9.186000 9.148889 9.112220 9.075984 9.040174 9.004780 8.969797 8.935215 8.901028 8.867230 8.833813 8.800773 8.768103 8.735801 8.703861 8.672281 8.641060 8.610199 8.579696 8.549557 8.519786 8.490388 8.461372 8.432749 8.404532 8.376734 8.349372 8.322464 8.296032 8.270097 8.244682 8.219813 8.195518 8.171823 8.148757 8.126351 8.104634 8.083638 8.063394 8.043934 8.025289 8.007490 7.990568 7.974553 7.959475 7.945361 7.932240 7.920135 7.909071 7.899069 7.890149 7.882328 7.875619 7.870036 7.865586 7.862276 7.860109 7.859085 7.859201 7.860454 7.862833 7.866328 7.870927 7.876614 7.883370 7.891176 7.900010 7.909848 7.920664 7.932433 7.945125 7.958711 7.973161 7.988443 8.004525 8.021379 8.038978 8.057305 8.076367 8.096212 8.116989 8.139043 8.163124 8.190809 8.225325 8.273173 8.347284 8.473091 8.700133 9.124102 9.928624 11.464365 14.398839 20.000000 
